date,newDeaths,TransCars,TransLight Commercial Vehicles,TransHeavy Goods Vehicles,TransAll motor vehicles,Transtiol Rail,Trans for London Tube,Trans for London Bus,TransBus (excl),TransCycling,Care home deaths,pillarplannedCapacity,pillarcapacityOne,pillarcapacityTwo,Antibody_Tests_plannedPCRCapacity,Antibody_Tests_newPCRTests,Antibody_Tests_cumPCRTests,Antibody_Tests_plannedCapacity,Antibody_Tests_new,Antibody_Tests_cum,newCases,cumCases,newVirusTests,cumVirusTests,res_schools_closed,res_pubs_closed,res_shops_closed,res_eating_places_closed,res_stay_at_home,res_house_mix_banned,res_wfh,res_rule_of_6_indoors,res_curfew,res_eat_out,count_flight,flight 7day avg,cumAdmissions,New Admissions numerical,New Admission bins
2/1/2021,1005,0.59,0.81,0.98,0.66,0.13,0.17,0.34,0.28,0.63,404,900067,198467,580500,778967,190074,63730709,121100,12449,3120958,18607,3835783,643204,71011933,1,1,1,1,1,1,1,0,0,0,848,861.43,404218,2602,c.High(above 1500)
2/2/2021,959,0.54,0.75,0.95,0.61,0.13,0.17,0.33,0.24,0.46,261,889951,199251,569600,768851,318257,64048966,121100,8938,3139420,16840,3852623,606382,71642534,1,1,1,1,1,1,1,0,0,0,825,859.43,406702,2484,c.High(above 1500)
2/3/2021,968,0.57,0.78,0.98,0.64,0.14,0.17,0.33,0.26,0.84,238,891405,199605,570700,770305,376921,64425820,121100,6886,3146306,19202,3871825,801949,72464146,1,1,1,1,1,1,1,0,0,0,871,861,409062,2360,c.High(above 1500)
2/4/2021,826,0.58,0.77,0.96,0.64,0.14,0.16,0.33,0.27,0.9,187,861711,199511,541100,740611,387559,64813378,121100,7986,3154292,20634,3892459,783851,73277874,1,1,1,1,1,1,1,0,0,0,908,858,411204,2142,c.High(above 1500)
2/5/2021,872,0.6,0.78,0.97,0.66,0.14,0.17,0.35,0.28,0.87,187,861402,199502,540800,740302,374342,65187717,121100,4848,3159140,19114,3911573,671585,73971219,1,1,1,1,1,1,1,0,0,0,1032,865,413210,2006,c.High(above 1500)
2/6/2021,783,0.56,0.74,0.99,0.6,0.14,0.15,0.35,0.25,1.21,31,861445,198845,541500,740345,342335,65530599,121100,2437,3161577,18262,3929835,454008,74437279,1,1,1,1,1,1,1,0,0,0,742,862.57,415104,1894,c.High(above 1500)
2/7/2021,751,0.48,0.65,0.98,0.52,0.14,0.18,0.39,0.26,0.6,44,860838,198438,541300,739738,252132,65794746,121100,2340,3162720,15845,3945680,584933,75043566,1,1,1,1,1,1,1,0,0,0,743,852.71,416955,1851,c.High(above 1500)
2/8/2021,778,0.54,0.77,0.95,0.61,0.15,0.17,0.32,0.25,0.42,282,887976,199009,567867,766876,177515,65972261,121100,4416,3167136,14104,3959784,616718,75693515,1,1,1,1,1,1,1,0,0,0,796,845.29,418876,1921,c.High(above 1500)
2/9/2021,722,0.53,0.75,0.93,0.59,0.15,0.17,0.31,0.25,0.37,184,906755,199605,569166,785655,305590,66277851,121100,2545,3173838,12364,3972148,579266,76297866,1,1,1,1,1,1,1,0,0,0,740,833.14,420631,1755,c.High(above 1500)
2/10/2021,709,0.55,0.77,0.95,0.62,0.15,0.17,0.33,0.26,0.54,134,900530,200511,569200,779430,370159,66659068,121100,3349,3177187,13013,3985161,763311,77090265,1,1,1,1,1,1,1,0,0,0,926,841,422356,1725,c.High(above 1500)
2/11/2021,672,0.58,0.78,0.95,0.64,0.15,0.17,0.34,0.27,0.47,138,904633,200417,570500,783533,352215,67021646,121100,2861,3181398,13494,3998655,730223,77862609,1,1,1,1,1,1,1,0,0,0,981,851.43,424036,1680,c.High(above 1500)
2/12/2021,633,0.61,0.79,0.96,0.67,0.16,0.18,0.34,0.27,0.41,110,909031,200627,570667,787931,344532,67366178,121100,4762,3186160,15144,4013799,626243,78511498,1,1,1,1,1,1,1,0,0,0,1058,855.14,425546,1510,c.High(above 1500)
2/13/2021,582,0.58,0.77,1.01,0.62,0.16,0.18,0.39,0.25,0.6,31,903583,200127,566700,782483,300922,67669192,121100,3015,3189175,13308,4027106,403600,78928253,1,1,1,1,1,1,1,0,0,0,771,859.29,426973,1427,b.Medium(500-1500)
2/14/2021,601,0.52,0.68,0.99,0.55,0.16,0.18,0.39,0.26,0.61,24,894641,200783,558300,773541,218980,67888172,121100,439,3189853,10972,4038078,401786,79338077,1,1,1,1,1,1,1,0,0,0,772,863.43,428508,1535,c.High(above 1500)
2/15/2021,611,0.61,0.83,1,0.68,0.16,0.18,0.38,0.28,0.9,175,901447,201197,566800,780347,189388,68075048,121100,2500,3192353,9765,4047843,457144,79818755,1,1,1,1,1,1,1,0,0,0,892,877.14,430013,1505,c.High(above 1500)
2/16/2021,565,0.6,0.82,0.99,0.67,0.17,0.18,0.37,0.28,0.59,128,908338,201699,576800,787238,294061,68374227,121100,3546,3195899,10625,4058468,488578,80331919,1,1,1,1,1,1,1,0,0,0,798,885.43,431508,1495,b.Medium(500-1500)
2/17/2021,504,0.6,0.82,0.99,0.67,0.17,0.18,0.38,0.26,0.78,114,910805,201699,576800,789705,358772,68732998,121100,3366,3198509,12718,4071185,578844,80926591,1,1,1,1,1,1,1,0,0,0,862,876.29,432920,1412,b.Medium(500-1500)
2/18/2021,521,0.6,0.8,0.99,0.66,0.17,0.18,0.39,0.27,0.91,107,910013,201724,575300,788913,333398,69066395,121100,4724,3203233,12057,4083242,560400,81507154,1,1,1,1,1,1,1,0,0,0,974,875.29,434258,1338,b.Medium(500-1500)
2/19/2021,465,0.61,0.78,0.97,0.66,0.17,0.18,0.39,0.27,0.66,86,909229,201724,576817,788129,306252,69372660,121100,3257,3206490,12027,4095269,521230,82046229,1,1,1,1,1,1,1,0,0,0,976,863.57,435532,1274,b.Medium(500-1500)
2/20/2021,449,0.59,0.77,1.01,0.63,0.16,0.2,0.39,0.27,1.32,20,904711,201152,574300,783611,300666,69673326,121100,956,3207446,10406,4105675,408118,82463979,1,1,1,1,1,1,1,0,0,0,700,853.43,436626,1094,b.Medium(500-1500)
2/21/2021,411,0.58,0.75,1.03,0.62,0.16,0.19,0.38,0.3,1.65,21,863493,200736,535300,742393,254333,69927659,121100,537,3208387,9834,4115509,590591,83063780,1,1,1,1,1,1,1,0,0,0,835,862.43,437784,1158,b.Medium(500-1500)
2/22/2021,376,0.63,0.86,1.02,0.7,0.16,0.19,0.34,0.3,0.75,142,903299,201222,575900,782199,178527,70106186,121100,2263,3210650,10641,4126150,670560,83769892,1,1,1,1,1,1,1,0,0,0,885,861.43,438904,1120,b.Medium(500-1500)
2/23/2021,377,0.62,0.84,1,0.69,0.16,0.19,0.35,0.3,0.71,65,903420,202724,576900,782320,297942,70404126,121100,2616,3229244,8489,4134639,594629,84392344,1,1,1,1,1,1,1,0,0,0,796,861.14,440025,1121,b.Medium(500-1500)
2/24/2021,363,0.63,0.84,1.01,0.69,0.16,0.19,0.35,0.28,0.87,68,903702,202724,576000,782602,347432,70751558,121100,2540,3233508,9938,4144577,740717,85153541,1,1,1,1,1,1,1,0,0,0,929,870.71,441047,1022,b.Medium(500-1500)
2/25/2021,349,0.64,0.83,1.01,0.7,0.16,0.18,0.36,0.3,1.13,32,900724,202724,576900,779624,328277,71084107,121100,3996,3237504,9985,4154562,731410,85925041,1,1,1,1,1,1,1,0,0,0,1015,876.57,442016,969,b.Medium(500-1500)
2/26/2021,301,0.68,0.85,1,0.73,0.16,0.2,0.39,0.32,1.17,68,898224,202724,574400,777124,303591,71387698,121100,2995,3240499,8523,4163085,604745,86554704,1,1,1,1,1,1,1,0,0,0,1059,888.43,442880,864,b.Medium(500-1500)
2/27/2021,306,0.66,0.83,1.06,0.7,0.17,0.21,0.44,0.31,2.04,10,871152,202152,547900,750052,281418,71669116,121100,1043,3241542,7434,4170519,383946,86950527,1,1,1,1,1,1,1,0,0,0,768,898.14,443622,742,b.Medium(500-1500)
2/28/2021,279,0.65,0.81,1.06,0.69,0.17,0.18,0.39,0.34,1.98,5,870136,201736,547300,749036,206124,71885052,121100,485,3242308,6035,4176554,526679,87496888,1,1,1,1,1,1,1,0,0,0,879,904.43,444392,770,b.Medium(500-1500)
3/1/2021,292,0.66,0.89,1.04,0.73,0.17,0.2,0.36,0.31,0.81,77,871750,202150,548500,750650,186007,72071058,121100,1666,3256094,5455,4182009,727972,88264597,1,1,1,1,1,1,1,0,0,0,944,912.86,445215,823,b.Medium(500-1500)
3/2/2021,244,0.65,0.87,1.02,0.72,0.17,0.19,0.35,0.31,0.76,46,871426,201826,548500,750326,303535,72391540,121100,2293,3258901,6391,4188400,675543,88994478,1,1,1,1,1,1,1,0,0,0,904,928.29,446049,834,b.Medium(500-1500)
3/3/2021,214,0.64,0.86,1.03,0.71,0.17,0.19,0.35,0.29,0.8,45,874426,201826,551500,753326,349905,72741441,121100,2394,3261295,6385,4194785,863658,89887019,1,1,1,1,1,1,1,0,0,0,977,935.14,446762,713,b.Medium(500-1500)
3/4/2021,233,0.64,0.84,1.02,0.7,0.18,0.18,0.35,0.3,0.9,48,875226,201826,552300,754126,311336,73052776,121100,2674,3263969,6573,4201358,992812,90933060,1,1,1,1,1,1,1,0,0,0,1068,942.71,447467,705,b.Medium(500-1500)
3/5/2021,222,0.68,0.85,1.02,0.73,0.19,0.2,0.37,0.31,0.87,38,875393,201826,552467,754293,318682,73371458,121100,2806,3266775,5947,4207304,953671,91944455,1,1,1,1,1,1,1,0,0,0,1092,947.43,448066,599,b.Medium(500-1500)
3/6/2021,210,0.66,0.86,1.08,0.7,0.19,0.19,0.38,0.3,1.52,10,890124,201524,567500,769024,283009,73654467,121100,665,3267440,6040,4213343,452750,92427640,1,1,1,1,1,1,1,0,0,0,743,943.86,448704,638,b.Medium(500-1500)
3/7/2021,194,0.64,0.82,1.08,0.68,0.2,0.18,0.4,0.32,1.68,4,888936,201036,566800,767836,197156,73851622,121100,646,3268325,5177,4218520,805744,93252192,1,1,1,1,1,1,1,0,0,0,864,941.71,449239,535,b.Medium(500-1500)
3/8/2021,196,0.7,0.93,1.05,0.77,0.22,0.22,0.43,0.38,0.87,50,898009,202109,573500,775609,167365,74018987,122400,2116,3270441,4712,4223232,1529525,94863125,0,1,1,1,1,1,1,0,0,0,937,940.71,449816,577,b.Medium(500-1500)
3/9/2021,185,0.7,0.91,1.02,0.76,0.23,0.23,0.47,0.42,1.07,34,898009,202109,573500,775609,286539,74305526,122400,2545,3288645,5766,4228998,1374579,96352115,0,1,1,1,1,1,1,0,0,0,913,942,450395,579,b.Medium(500-1500)
3/10/2021,160,0.67,0.89,1.03,0.74,0.24,0.22,0.44,0.38,0.68,28,901009,202109,576500,778609,373298,74689410,122400,5447,3295805,5926,4234924,1554080,98018418,0,1,1,1,1,1,1,0,0,0,953,938.57,450962,567,b.Medium(500-1500)
3/11/2021,173,0.68,0.88,1,0.74,0.24,0.22,0.47,0.41,0.79,18,857009,202109,532500,734609,334345,75023755,122400,4214,3300019,6753,4241677,1614145,99753919,0,1,1,1,1,1,1,0,0,0,976,925.43,451512,550,b.Medium(500-1500)
3/12/2021,134,0.73,0.91,1.02,0.78,0.24,0.23,0.48,0.42,0.84,18,857054,202154,532500,734654,283272,75307027,122400,5202,3305221,6609,4248286,1402203,101275568,0,1,1,1,1,1,1,0,0,0,1096,926,451994,482,a.Low(below 500)
3/13/2021,134,0.71,0.9,1.09,0.75,0.25,0.19,0.43,0.32,0.98,1,859254,202154,534700,736854,274253,75581280,122400,711,3305932,5534,4253820,437958,101747711,0,1,1,1,1,1,1,0,0,0,714,921.86,452456,462,a.Low(below 500)
3/14/2021,135,0.73,0.88,1.05,0.76,0.24,0.18,0.41,0.34,1.17,3,858554,202154,534000,736154,198122,75779402,122400,265,3306697,4618,4258438,965127,102739526,0,1,1,1,1,1,1,0,0,0,895,926.29,452884,428,a.Low(below 500)
3/15/2021,135,0.72,0.94,1.05,0.78,0.25,0.24,0.48,0.46,0.89,25,888368,202154,556700,765968,169221,75948633,122400,2389,3309086,5089,4263527,1573774,104422879,0,1,1,1,1,1,1,0,0,0,959,929.43,453387,503,b.Medium(500-1500)
3/16/2021,114,0.71,0.92,1.04,0.77,0.25,0.23,0.48,0.46,0.76,23,882114,202313,550800,759714,322341,76270980,122400,3218,3323165,5294,4268821,1319784,105849755,0,1,1,1,1,1,1,0,0,0,947,934.29,453828,441,a.Low(below 500)
3/17/2021,127,0.71,0.92,1.04,0.77,0.25,0.24,0.49,0.44,1.12,13,884724,202313,550700,762324,367176,76647346,122400,4953,3329058,5758,4274579,1635141,107584947,0,1,1,1,1,1,1,0,0,0,1068,950.71,454273,445,a.Low(below 500)
3/18/2021,99,0.71,0.89,1.03,0.76,0.25,0.23,0.48,0.45,1.03,11,886892,202313,550700,764492,322869,76984931,122400,4082,3333140,6303,4280882,1437257,109160007,0,1,1,1,1,1,1,0,0,0,1070,964.14,454724,451,a.Low(below 500)
3/19/2021,102,0.73,0.9,1.01,0.78,0.25,0.24,0.49,0.44,0.88,21,887206,202473,550000,764806,326346,77311274,122400,5950,3339090,4802,4285684,933234,110180128,0,1,1,1,1,1,1,0,0,0,1209,980.29,455104,380,a.Low(below 500)
3/20/2021,99,0.68,0.86,1.07,0.72,0.25,0.19,0.4,0.33,1.63,3,887159,202473,550000,764759,288320,77599593,122400,2042,3341132,5587,4291271,473050,110684841,0,1,1,1,1,1,1,0,0,0,799,992.43,455468,364,a.Low(below 500)
3/21/2021,124,0.66,0.83,1.06,0.7,0.25,0.2,0.4,0.35,1.8,6,886690,202473,550000,764290,209912,77809505,122400,1524,3343051,5312,4296583,1893830,112602641,0,1,1,1,1,1,1,0,0,0,927,997,455826,358,a.Low(below 500)
3/22/2021,105,0.73,0.95,1.06,0.8,0.25,0.25,0.49,0.47,0.99,26,903251,202473,566000,780851,187944,77997449,122400,5869,3348920,5342,4301925,1191048,113930657,0,1,1,1,1,1,1,0,0,0,985,1000.71,456187,361,a.Low(below 500)
3/23/2021,94,0.72,0.94,1.05,0.78,0.25,0.24,0.49,0.47,0.82,20,899481,202473,566400,777081,316751,78314202,122400,5084,3363570,5379,4307304,839954,114841325,0,1,1,1,1,1,1,0,0,0,910,995.43,456555,368,a.Low(below 500)
3/24/2021,70,0.73,0.94,1.05,0.79,0.25,0.24,0.48,0.44,1,13,907959,202473,571600,785559,378348,78692550,122400,4395,3369466,5605,4312908,1813842,116704955,0,1,1,1,1,1,1,0,0,0,980,982.86,456903,348,a.Low(below 500)
3/25/2021,78,0.73,0.92,1.05,0.79,0.26,0.24,0.48,0.45,1.11,9,905230,202473,572100,782830,338036,79054097,122400,3889,3373355,6397,4319128,1275285,118144044,0,1,1,1,1,1,1,0,0,0,1116,989.43,457243,340,a.Low(below 500)
3/26/2021,75,0.75,0.92,1.05,0.8,0.25,0.23,0.48,0.43,0.62,17,906507,202398,572100,784107,299175,79353271,122400,2765,3376120,6187,4325315,722814,118903237,0,1,1,1,1,1,1,0,0,0,1282,999.86,457541,298,a.Low(below 500)
3/27/2021,64,0.73,0.92,1.13,0.77,0.25,0.22,0.43,0.35,1.69,2,899384,202398,568900,776984,290459,79643730,122400,1832,3377952,4715,4329180,471328,119404185,0,1,1,1,1,1,1,0,0,0,848,1006.86,457814,273,a.Low(below 500)
3/28/2021,49,0.65,0.82,1.1,0.69,0.25,0.2,0.4,0.33,0.95,2,897384,202398,567900,774984,197358,79842681,122400,2206,3380458,3862,4333042,1641942,121071863,0,1,1,1,1,1,1,0,0,0,980,1014.43,458086,272,a.Low(below 500)
3/29/2021,68,0.78,0.99,1.08,0.84,0.24,0.26,0.5,0.42,1,25,913260,202398,583700,790860,167626,80010307,122400,1419,3381877,4654,4337696,972317,122092382,0,1,1,1,0,1,1,0,0,0,1081,1028.14,458338,252,a.Low(below 500)
3/30/2021,54,0.81,0.99,1.08,0.87,0.25,0.28,0.53,0.45,1.21,13,889673,202628,562000,767273,308843,80319150,122400,4242,3396602,4040,4341736,695477,122824208,0,1,1,1,0,1,1,0,0,0,977,1037.71,458595,257,a.Low(below 500)
3/31/2021,74,0.81,0.99,1.1,0.86,0.25,0.27,0.5,0.42,1.29,5,805723,202628,477300,683323,311035,80638436,122400,3675,3399671,4052,4345788,1266685,124147198,0,1,1,1,0,1,1,0,0,0,1193,1068.14,458864,269,a.Low(below 500)
4/1/2021,63,0.83,0.99,1.04,0.88,0.25,0.26,0.54,0.43,1.04,10,775928,202628,450900,653528,303876,80942316,122400,4931,3404602,4479,4350266,953206,125225481,0,1,1,1,0,1,1,0,0,0,1324,1097.86,459097,233,a.Low(below 500)
4/2/2021,50,0.69,0.66,0.52,0.68,0.29,0.28,0.48,0.35,1,2,753945,202745,428800,631545,284908,81227224,122400,1215,3405817,3402,4353668,555613,125844450,0,1,1,1,0,1,1,0,0,0,1177,1082.86,459335,238,a.Low(below 500)
4/3/2021,40,0.82,0.95,0.85,0.84,0.3,0.25,0.46,0.35,1.37,0,754245,202745,429100,631845,216295,81443518,122400,535,3406352,3423,4357091,405634,126284831,0,1,1,1,0,1,1,0,0,0,834,1080.86,459558,223,a.Low(below 500)
4/4/2021,52,0.78,0.88,0.75,0.8,0.3,0.3,0.47,0.34,1.53,0,755545,202745,430400,633145,163595,81607113,122400,378,3407008,2297,4359388,813693,127128065,0,1,1,1,0,1,1,0,0,0,891,1068.14,459755,197,a.Low(below 500)
4/5/2021,45,0.63,0.57,0.37,0.6,0.3,0.27,0.46,0.33,0.6,10,768345,202745,443200,645945,128365,81735478,122400,440,3407448,2762,4362150,741323,128000297,0,1,1,1,0,1,1,0,0,0,926,1046,459993,238,a.Low(below 500)
4/6/2021,45,0.75,0.95,0.98,0.8,0.24,0.25,0.47,0.36,0.58,6,768445,202745,443300,646045,201792,81937090,122400,2307,3429260,2379,4364529,631846,128712320,0,1,1,1,0,1,1,0,0,0,953,1042.57,460217,224,a.Low(below 500)
4/7/2021,45,0.75,0.94,1.02,0.8,0.25,0.26,0.43,0.33,0.76,6,769345,202745,444200,646945,296382,82233472,122400,5104,3434364,2763,4367291,1034088,129798698,0,1,1,1,0,1,1,0,0,0,1179,1040.57,460451,234,a.Low(below 500)
4/8/2021,61,0.74,0.92,1.03,0.8,0.25,0.25,0.46,0.34,0.96,12,770745,202745,445600,648345,323855,82565517,122400,5233,3439597,3030,4370321,931579,130849530,0,1,1,1,0,1,1,0,0,0,1207,1023.86,460659,208,a.Low(below 500)
4/9/2021,38,0.76,0.92,1.04,0.8,0.27,0.26,0.47,0.34,0.77,11,771538,202938,446200,649138,314328,82879845,122400,4990,3444587,3150,4365461,676307,131601153,0,1,1,1,0,1,1,0,0,0,1274,1037.71,460864,205,a.Low(below 500)
4/10/2021,43,0.79,0.99,1.16,0.83,0.27,0.24,0.44,0.34,1.13,0,771938,202938,446600,649538,274811,83154922,122400,915,3445502,2589,4368045,482153,132121175,0,1,1,1,0,1,1,0,0,0,948,1054,461051,187,a.Low(below 500)
4/11/2021,39,0.81,1.02,1.14,0.85,0.28,0.27,0.46,0.38,1.42,2,770938,202938,445600,648538,174505,83330281,122400,515,3446017,1730,4369775,1218037,133375844,0,1,1,1,0,1,1,0,0,0,1071,1079.71,461255,204,a.Low(below 500)
4/12/2021,37,0.86,1.05,1.06,0.91,0.33,0.34,0.6,0.51,0.8,12,772838,202938,447500,650438,149104,83488962,122400,3392,3450869,3568,4373343,874399,134397573,0,0,0,0,0,1,1,0,0,0,1160,1113.14,461462,207,a.Low(below 500)
4/13/2021,47,0.83,1.01,1.05,0.88,0.34,0.32,0.58,0.52,0.88,22,777838,202938,452500,655438,271875,83760925,122400,3753,3454622,2472,4375814,679109,135152009,0,0,0,0,0,1,1,0,0,0,1076,1130.71,461643,181,a.Low(below 500)
4/14/2021,34,0.84,1.01,1.06,0.89,0.35,0.32,0.57,0.49,1.08,7,776838,202938,451500,654438,303014,84063939,122400,5352,3460744,2491,4378305,1162840,136363617,0,0,0,0,0,1,1,0,0,0,1145,1125.86,461839,196,a.Low(below 500)
4/15/2021,42,0.84,1,1.04,0.88,0.37,0.33,0.54,0.51,1.01,5,777738,202938,452400,655338,285531,84350385,122400,4496,3465240,2672,4380976,988311,137478788,0,0,0,0,0,1,1,0,0,0,1216,1127.14,462001,162,a.Low(below 500)
4/16/2021,31,0.88,1.01,1.04,0.92,0.37,0.35,0.57,0.51,0.88,3,775138,202938,449800,652738,284010,84634628,122400,2302,3467542,2596,4383732,681887,138241531,0,0,0,0,0,1,1,0,0,0,1287,1129,462160,159,a.Low(below 500)
4/17/2021,41,0.94,1.11,1.12,0.98,0.4,0.42,0.6,0.52,1.52,0,775138,202938,449800,652738,274863,84909491,122400,927,3468469,2206,4385938,492826,138771896,0,0,0,0,0,1,1,0,0,0,871,1118,462318,158,a.Low(below 500)
4/18/2021,31,0.94,1.16,1.18,0.99,0.42,0.4,0.58,0.54,1.55,1,772538,202938,447200,650138,196179,85105670,122400,3297,3471766,1882,4387820,1673788,140486853,0,0,0,0,0,1,1,0,0,0,1134,1127,462459,141,a.Low(below 500)
4/19/2021,23,0.88,1.06,1.07,0.93,0.43,0.34,0.6,0.59,0.94,8,780397,202938,450100,657997,164436,85270184,122400,3454,3492832,2963,4390783,1041368,141704576,0,0,0,0,0,1,1,0,0,0,1175,1129.14,462636,177,a.Low(below 500)
4/20/2021,35,0.86,1.04,1.06,0.91,0.46,0.38,0.63,0.61,0.95,2,781409,203150,450100,659009,288328,85574582,122400,3469,3515614,2524,4393307,730210,142527783,0,0,0,0,0,1,1,0,0,0,1041,1124.14,462772,136,a.Low(below 500)
4/21/2021,35,0.86,1.03,1.07,0.9,0.45,0.35,0.6,0.57,1.05,3,775695,203150,450100,653295,330884,85905466,122400,4016,3519630,2396,4395703,1371393,143949153,0,0,0,0,0,1,1,0,0,0,1124,1121.14,462944,172,a.Low(below 500)
4/22/2021,33,0.87,1.01,1.06,0.91,0.44,0.35,0.59,0.6,1.24,13,793090,203150,450100,670690,323271,86228737,122400,4224,3523854,2729,4398431,1111876,145213900,0,0,0,0,0,1,1,0,0,0,1196,1118.29,463064,120,a.Low(below 500)
4/23/2021,29,0.9,1.04,1.05,0.94,0.42,0.37,0.58,0.59,1.01,5,787850,203151,450100,665450,319229,86548073,122400,3146,3527000,2678,4401109,722997,146022203,0,0,0,0,0,1,1,0,0,0,1287,1118.29,463219,155,a.Low(below 500)
4/24/2021,24,0.96,1.12,1.14,0.99,0.41,0.45,0.6,0.56,1.62,1,787455,203151,450100,665055,275702,86823775,122400,984,3527984,2061,4403170,502663,146560366,0,0,0,0,0,1,1,0,0,0,873,1118.57,463348,129,a.Low(below 500)
4/25/2021,26,0.95,1.15,1.18,1,0.39,0.37,0.59,0.57,1.43,0,762055,203141,425000,639655,216618,87040393,122400,499,3528723,1712,4404882,1477709,148076928,0,0,0,0,0,1,1,0,0,0,982,1096.86,463486,138,a.Low(below 500)
4/26/2021,21,0.88,1.07,1.08,0.94,0.35,0.34,0.59,0.61,0.86,6,784948,203151,449200,662548,176411,87216780,122400,3049,3531772,2064,4406946,1034181,149291858,0,0,0,0,0,1,1,0,0,0,1152,1093.57,463620,134,a.Low(below 500)
4/27/2021,25,0.86,1.05,1.08,0.91,0.37,0.34,0.58,0.62,0.82,3,783333,203151,449200,660933,286319,87503097,122400,2821,3551172,2685,4409631,730262,150101360,0,0,0,0,0,1,1,0,0,0,1058,1096,463787,167,a.Low(below 500)
4/28/2021,21,0.86,1.05,1.08,0.91,0.37,0.34,0.57,0.58,0.83,2,783629,203151,449200,661229,345088,87848184,122400,3403,3556081,2166,4411797,1360719,151516625,0,0,0,0,0,1,1,0,0,0,1132,1097.14,463899,112,a.Low(below 500)
4/29/2021,17,0.87,1.04,1.07,0.92,0.37,0.34,0.58,0.6,1.15,5,778182,203151,444200,655782,318428,88175086,122400,3543,3559624,2445,4414242,1072576,152743200,0,0,0,0,0,1,1,0,0,0,1249,1104.71,464000,101,a.Low(below 500)
4/30/2021,16,0.93,1.07,1.07,0.96,0.37,0.37,0.6,0.61,0.89,3,776814,203153,444200,654414,274827,88449915,122400,2182,3561806,2381,4416623,667686,153491922,0,0,0,0,0,1,1,0,0,0,1395,1120.14,464110,110,a.Low(below 500)
5/1/2021,15,0.96,1.13,1.12,1,0.37,0.45,0.59,0.58,1.32,2,775633,203153,444200,653233,258938,88708853,122400,590,3562396,1907,4418530,485640,154011981,0,0,0,0,0,1,1,0,0,0,958,1132.29,464211,101,a.Low(below 500)
5/2/2021,18,0.96,1.14,1.03,1,0.38,0.42,0.55,0.63,1.4,0,775761,203153,445000,653361,188837,88901891,122400,545,3563144,1671,4420201,832918,154880126,0,0,0,0,0,1,1,0,0,0,1032,1139.43,464331,120,a.Low(below 500)
5/3/2021,17,0.72,0.66,0.42,0.68,0.39,0.45,0.6,0.54,0.49,2,783161,203153,452400,660761,139163,89041054,122400,296,3563440,1649,4421850,1069724,156093792,0,0,0,0,0,1,1,0,0,0,1113,1133.86,464454,123,a.Low(below 500)
5/4/2021,15,0.86,1.06,1.04,0.91,0.39,0.36,0.58,0.61,0.64,13,779586,203153,452400,657186,211839,89252893,122400,1494,3564934,1946,4423796,860368,157088742,0,0,0,0,0,1,1,0,0,0,1094,1139,464556,102,a.Low(below 500)
5/5/2021,22,0.87,1.05,1.08,0.91,0.4,0.36,0.6,0.6,1.04,1,776013,203153,447400,653613,324961,89577854,122400,3802,3570340,2144,4425940,1214689,158363333,0,0,0,0,0,1,1,0,0,0,1162,1143.29,464676,120,a.Low(below 500)
5/6/2021,17,0.87,1.03,1.08,0.91,0.4,0.36,0.59,0.6,1.14,2,772953,203153,447400,650553,329481,89923998,122400,3693,3590908,2613,4428553,1067566,159580869,0,0,0,0,0,1,1,0,0,0,1229,1140.43,464798,122,a.Low(below 500)
5/7/2021,17,0.91,1.05,1.08,0.95,0.4,0.38,0.6,0.61,1.06,4,772980,203180,447400,650580,304422,90230158,122400,2686,3593594,2490,4431043,708935,160342371,0,0,0,0,0,1,1,0,0,0,1422,1144.29,464903,105,a.Low(below 500)
5/8/2021,20,0.84,1.03,1.12,0.88,0.4,0.39,0.54,0.44,0.62,2,777980,203180,452400,655580,268872,90499030,122400,1159,3594753,2047,4433090,490546,160869162,0,0,0,0,0,1,1,0,0,0,851,1129,465012,109,a.Low(below 500)
5/9/2021,11,0.92,1.13,1.19,0.96,0.4,0.45,0.58,0.6,1.46,2,770580,203180,445000,648180,216361,90715391,122400,358,3595111,1770,4434860,1322338,162226572,0,0,0,0,0,1,1,0,0,0,1122,1141.86,465116,104,a.Low(below 500)
5/10/2021,8,0.88,1.08,1.1,0.93,0.39,0.35,0.6,0.61,0.79,5,757980,203180,432400,635580,154785,90870176,122400,1800,3597003,2357,4437217,955467,163345211,0,0,0,0,0,1,1,0,0,0,1300,1168.57,465220,104,a.Low(below 500)
5/11/2021,21,0.87,1.06,1.08,0.92,0.41,0.37,0.6,0.64,0.83,6,768238,203438,442400,645838,298120,91168296,122400,2814,3619395,2474,4439691,711104,164129675,0,0,0,0,0,1,1,0,0,0,1105,1170.14,465332,112,a.Low(below 500)
5/12/2021,15,0.88,1.06,1.08,0.92,0.41,0.36,0.6,0.6,1.12,4,773238,203438,447400,650838,326550,91494846,122400,24528,3645157,2284,4441975,1184941,165362038,0,0,0,0,0,1,1,0,0,0,1166,1170.71,465451,119,a.Low(below 500)
5/13/2021,15,0.86,1.03,1.06,0.91,0.42,0.36,0.56,0.6,0.92,1,768238,203438,442400,645838,290446,89323162,122400,40648,3685805,2657,4444631,982881,164012960,0,0,0,0,0,1,1,0,0,0,1274,1177.14,465558,107,a.Low(below 500)
5/14/2021,14,0.91,1.06,1.06,0.95,0.42,0.38,0.6,0.6,1.01,3,748211,203411,422400,625811,281966,89615838,122400,34212,3720017,2193,4446824,674608,164769141,0,0,0,0,0,1,1,0,0,0,1355,1167.57,465651,93,a.Low(below 500)
