date,newDeaths,TransCars,TransLight Commercial Vehicles,TransHeavy Goods Vehicles,TransAll motor vehicles,Transtiol Rail,Trans for London Tube,Trans for London Bus,TransBus (excl),TransCycling,Care home deaths,pillarplannedCapacity,pillarcapacityOne,pillarcapacityTwo,Antibody_Tests_plannedPCRCapacity,Antibody_Tests_newPCRTests,Antibody_Tests_cumPCRTests,Antibody_Tests_plannedCapacity,Antibody_Tests_new,Antibody_Tests_cum,newCases,cumCases,newVirusTests,cumVirusTests,res_schools_closed,res_pubs_closed,res_shops_closed,res_eating_places_closed,res_stay_at_home,res_house_mix_banned,res_wfh,res_rule_of_6_indoors,res_curfew,res_eat_out,count_flight,flight 7day avg,cumAdmissions,New Admissions numerical,New Admission bins
3/23/2020,208,0.64,0.77,0.97,0.69,0.25,0.15,0.31,0.27,0.86,,10949,10949,,,,,,,,967,6650,,,1,1,0,1,0,0,1,0,0,0,1663,2695.57,4880,1274,b.Medium(500-1500)
3/24/2020,263,0.44,0.56,0.84,0.49,0.2,0.09,0.22,0.17,0.85,,10949,10949,,,,,,,,1427,8077,,,1,1,1,1,1,1,1,0,0,0,1348,2377.43,6598,1718,c.High(above 1500)
3/25/2020,337,0.37,0.47,0.77,0.42,0.16,0.07,0.19,0.14,1.28,,10949,10949,,,,,,,,1452,9529,,,1,1,1,1,1,1,1,0,0,0,1071,2065,8683,2085,c.High(above 1500)
3/26/2020,413,0.35,0.43,0.72,0.39,0.13,0.06,0.18,0.13,1.32,,10949,10949,,,,,,,,2129,11658,,,1,1,1,1,1,1,1,0,0,0,1098,1753.57,10613,1930,c.High(above 1500)
3/27/2020,463,0.35,0.42,0.69,0.38,0.1,0.06,0.18,0.14,1.06,,10949,10949,,,,,,,,2890,14548,,,1,1,1,1,1,1,1,0,0,0,1053,1437.57,12842,2229,c.High(above 1500)
3/28/2020,516,0.27,0.34,0.71,0.3,0.09,0.04,0.17,0.12,1.25,,10949,10949,,,,,,,,2556,17104,,,1,1,1,1,1,1,1,0,0,0,733,1267.14,15034,2192,c.High(above 1500)
3/29/2020,586,0.23,0.29,0.72,0.25,0.08,0.04,0.16,0.13,0.83,,12799,12799,,,,,,,,2502,19606,,,1,1,1,1,1,1,1,0,0,0,706,1096,17523,2489,c.High(above 1500)
3/30/2020,711,0.33,0.41,0.64,0.36,0.06,0.06,0.17,0.12,0.72,,12799,12799,,,,,,,,2665,22271,,,1,1,1,1,1,1,1,0,0,0,658,952.43,20715,3192,c.High(above 1500)
3/31/2020,831,0.32,0.4,0.62,0.36,0.05,0.05,0.17,0.12,0.96,,15499,15499,,,,,,,,3250,25521,,,1,1,1,1,1,1,1,0,0,0,677,856.57,23547,2832,c.High(above 1500)
4/1/2020,924,0.32,0.39,0.61,0.35,0.05,0.05,0.16,0.11,1.11,,15499,15499,,,,,,,,4567,30088,,,1,1,1,1,1,1,1,0,0,0,680,800.71,27114,3567,c.High(above 1500)
4/2/2020,1007,0.32,0.38,0.6,0.35,0.05,0.05,0.16,0.11,1.1,,15499,15499,,,,,,,,4522,34610,,,1,1,1,1,1,1,1,0,0,0,642,735.57,30400,3286,c.High(above 1500)
4/3/2020,1061,0.34,0.4,0.6,0.36,0.05,0.05,0.16,0.12,1.12,,15499,15499,,,,,,,,4672,39282,,,1,1,1,1,1,1,1,0,0,0,667,680.43,33330,2930,c.High(above 1500)
4/4/2020,1147,0.28,0.35,0.66,0.31,0.05,0.04,0.17,0.11,2,,15699,15699,,,,,,,,4000,43282,,,1,1,1,1,1,1,1,0,0,0,465,642.14,36252,2922,c.High(above 1500)
4/5/2020,1220,0.25,0.31,0.7,0.27,0.05,0.04,0.17,0.12,2.25,,15699,15699,,,,,,,,6199,49481,,,1,1,1,1,1,1,1,0,0,0,462,607.29,39168,2916,c.High(above 1500)
4/6/2020,1170,0.34,0.42,0.61,0.37,0.05,0.05,0.18,0.11,1.05,,18049,18049,,,,,,,,4143,53624,,,1,1,1,1,1,1,1,0,0,0,506,585.57,42214,3046,c.High(above 1500)
4/7/2020,1293,0.33,0.41,0.6,0.36,0.05,0.05,0.18,0.11,1.37,,18149,18149,,,,,,,,3888,57512,,,1,1,1,1,1,1,1,0,0,0,564,569.43,45364,3150,c.High(above 1500)
4/8/2020,1461,0.34,0.42,0.62,0.37,0.05,0.05,0.17,0.1,1.55,,24469,18149,6320,,,,,,,5865,63377,,,1,1,1,1,1,1,1,0,0,0,591,556.71,48331,2967,c.High(above 1500)
4/9/2020,1375,0.36,0.43,0.61,0.39,0.05,0.05,0.18,0.12,1.68,,27057,19507,7050,26557,,,500,,,4675,68052,,,1,1,1,1,1,1,1,0,0,0,563,545.43,50960,2629,c.High(above 1500)
4/10/2020,1319,0.27,0.27,0.33,0.27,0.04,0.03,0.13,0.12,1.79,150,26557,19507,6550,26057,,,500,,,5706,73758,,,1,1,1,1,1,1,1,0,0,0,473,517.71,53423,2463,c.High(above 1500)
4/11/2020,1365,0.29,0.35,0.55,0.31,0.04,0.03,0.16,0.1,2.88,79,27947,19807,7640,27447,,,500,,,5234,78991,,,1,1,1,1,1,1,1,0,0,0,341,500,55586,2163,c.High(above 1500)
4/12/2020,1378,0.22,0.27,0.5,0.24,0.04,0.03,0.13,0.1,2.48,110,27947,19807,7640,27447,,,500,,,5288,84279,,,1,1,1,1,1,1,1,0,0,0,346,483.43,57652,2066,c.High(above 1500)
4/13/2020,1232,0.23,0.22,0.25,0.23,0.04,0.02,0.12,0.12,1.21,290,33171,19471,13200,32671,,,500,,,4342,88621,,,1,1,1,1,1,1,1,0,0,0,353,461.57,59815,2163,c.High(above 1500)
4/14/2020,1254,0.35,0.44,0.6,0.38,0.04,0.05,0.19,0.12,1.34,551,35571,20771,14300,35071,,,500,,,5252,93873,,,1,1,1,1,1,1,1,0,0,0,501,452.57,61903,2088,c.High(above 1500)
4/15/2020,1276,0.34,0.44,0.63,0.38,0.04,0.05,0.18,0.1,1.95,481,38766,23966,14300,38266,,,500,,,4605,98476,,,1,1,1,1,1,1,1,0,0,0,563,448.57,63783,1880,c.High(above 1500)
4/16/2020,1322,0.34,0.42,0.63,0.38,0.04,0.05,0.18,0.11,2.03,462,39108,24308,14300,38608,,,500,,,4618,103093,,,1,1,1,1,1,1,1,0,0,0,585,451.71,65794,2011,c.High(above 1500)
4/17/2020,1272,0.35,0.43,0.63,0.39,0.05,0.05,0.18,0.11,1.01,465,34808,24308,10000,34308,,,500,,,5599,108692,,,1,1,1,1,1,1,1,0,0,0,553,463.14,67761,1967,c.High(above 1500)
4/18/2020,1189,0.31,0.38,0.71,0.33,0.05,0.04,0.16,0.11,1.43,110,36398,24098,11800,35898,,,500,,,5526,114217,,,1,1,1,1,1,1,1,0,0,0,391,470.29,69390,1629,c.High(above 1500)
4/19/2020,1122,0.29,0.36,0.73,0.32,0.05,0.04,0.11,0.13,3.21,101,40398,24098,15800,39898,,,500,,,5850,120067,,,1,1,1,1,1,1,1,0,0,0,399,477.86,71047,1657,c.High(above 1500)
4/20/2020,1160,0.38,0.48,0.65,0.41,0.06,0.05,,0.12,1.39,676,41398,25098,15800,40898,,532229,500,,,4676,124743,,532229,1,1,1,1,1,1,1,0,0,0,542,504.86,72781,1734,c.High(above 1500)
4/21/2020,1085,0.37,0.47,0.64,0.41,0.05,0.05,,0.11,1.5,587,48273,25598,22175,47773,22763,554992,500,,,4301,129044,22763,554992,1,1,1,1,1,1,1,0,0,0,530,509,74493,1712,c.High(above 1500)
4/22/2020,1102,0.37,0.47,0.65,0.41,0.05,0.05,,0.11,2.01,411,51121,25598,25023,50621,23073,578066,500,,,4451,133495,23073,578066,1,1,1,1,1,1,1,0,0,0,613,516.14,76022,1529,c.High(above 1500)
4/23/2020,1038,0.37,0.46,0.64,0.41,0.05,0.05,,0.11,2.2,455,53867,26262,27105,53367,28024,606093,500,,,4583,138078,28024,606093,1,1,1,1,1,1,1,0,0,0,602,518.57,77536,1514,c.High(above 1500)
4/24/2020,1005,0.39,0.46,0.65,0.42,0.04,0.05,,0.12,1.88,429,49862,26262,23100,49362,28225,634319,500,,,5386,143464,28225,634319,1,1,1,1,1,1,1,0,0,0,602,525.57,79061,1525,c.High(above 1500)
4/25/2020,919,0.35,0.43,0.71,0.38,0.04,0.04,,0.12,2.92,75,53892,26262,27130,53392,29058,663377,500,,,4913,148377,29058,663377,1,1,1,1,1,1,1,0,0,0,417,529.29,80314,1253,b.Medium(500-1500)
4/26/2020,894,0.32,0.4,0.75,0.35,0.04,0.03,,0.13,3.41,96,52262,26262,25500,51762,31610,694987,500,,,4463,152840,31610,694987,1,1,1,1,1,1,1,0,0,0,406,530.29,81669,1355,b.Medium(500-1500)
4/27/2020,866,0.4,0.51,0.68,0.44,0.04,0.05,,0.12,1.58,715,73400,36700,36000,72700,31453,726553,700,,,4310,157149,31453,726553,1,1,1,1,1,1,1,0,0,0,561,533,83207,1538,c.High(above 1500)
4/28/2020,801,0.38,0.48,0.67,0.42,0.04,0.05,,0.11,0.49,476,77365,40365,36300,76665,45263,771817,700,,,3996,161145,45263,771817,1,1,1,1,1,1,1,0,0,0,564,537.86,84725,1518,c.High(above 1500)
4/29/2020,817,0.38,0.49,0.68,0.42,0.04,0.05,,0.11,1.12,374,86565,40365,45500,85865,65643,839597,700,,,4076,165221,65643,839597,1,1,1,1,1,1,1,0,0,0,642,542,86213,1488,b.Medium(500-1500)
4/30/2020,780,0.39,0.48,0.67,0.42,0.04,0.05,,0.11,0.97,362,122415,42715,79000,121715,83143,922684,700,,,6032,171253,83143,922684,1,1,1,1,1,1,1,0,0,0,643,547.86,87655,1442,b.Medium(500-1500)
5/1/2020,786,0.4,0.5,0.66,0.44,0.04,0.05,,0.12,1.23,342,121979,41979,79000,120979,74142,996826,1000,,,6201,177454,74142,996826,1,1,1,1,1,1,1,0,0,0,611,549.14,88918,1263,b.Medium(500-1500)
5/2/2020,705,0.38,0.47,0.72,0.4,0.04,0.04,,0.12,3.08,71,108024,41024,66000,107024,63559,1060387,1000,,,4806,182260,63559,1060387,1,1,1,1,1,1,1,0,0,0,416,549,90099,1181,b.Medium(500-1500)
5/3/2020,662,0.34,0.42,0.76,0.36,0.04,0.04,,0.13,2.57,53,108108,41108,66000,107108,68203,1128590,1000,,,4339,186599,68203,1128590,1,1,1,1,1,1,1,0,0,0,474,558.71,91287,1188,b.Medium(500-1500)
5/4/2020,676,0.42,0.55,0.7,0.46,0.05,0.06,,0.12,1.55,558,94248,42248,51000,93248,72630,1208190,1000,,,3985,190584,72630,1208190,1,1,1,1,1,1,1,0,0,0,585,562.14,92536,1249,b.Medium(500-1500)
5/5/2020,642,0.42,0.54,0.71,0.46,0.05,0.06,,0.12,1.32,336,100454,42454,57000,99454,66919,1270344,1000,,,4406,194990,66919,1270344,1,1,1,1,1,1,1,0,0,0,603,567.71,93682,1146,b.Medium(500-1500)
5/6/2020,627,0.43,0.55,0.73,0.47,0.05,0.05,,0.12,2.27,307,100921,42921,57000,99921,74455,1347190,1000,,,6111,201101,74455,1347190,1,1,1,1,1,1,1,0,0,0,714,578,94888,1206,b.Medium(500-1500)
5/7/2020,631,0.45,0.56,0.71,0.49,0.05,0.05,,0.13,2.25,295,102321,44321,57000,101321,77466,1424655,1000,,,5614,206715,77466,1424655,1,1,1,1,1,1,1,0,0,0,678,583,96054,1166,b.Medium(500-1500)
5/8/2020,569,0.33,0.33,0.35,0.34,0.05,0.07,,0.2,2.37,132,90170,47170,42000,89170,76963,1501622,1000,,,4649,211364,76963,1501622,1,1,1,1,1,1,1,0,0,0,573,577.57,96964,910,b.Medium(500-1500)
5/9/2020,539,0.39,0.46,0.65,0.41,0.05,0.05,,0.13,3.84,54,96106,46106,49000,95106,77152,1578774,1000,,,3896,215260,77152,1578774,1,1,1,1,1,1,1,0,0,0,432,579.86,97908,944,b.Medium(500-1500)
5/10/2020,494,0.35,0.44,0.77,0.37,0.05,0.04,,0.13,1.5,79,108356,46106,61250,107356,76507,1655281,1000,,,3923,219183,76507,1655281,1,1,1,1,1,1,1,0,0,0,513,585.43,98824,916,b.Medium(500-1500)
5/11/2020,428,0.45,0.58,0.74,0.49,0.05,0.06,,0.12,1,476,110670,47170,62500,109670,70332,1725696,1000,,,3877,223060,70332,1725696,1,1,1,1,0,1,1,0,0,0,638,593,99853,1029,b.Medium(500-1500)
5/12/2020,441,0.45,0.59,0.75,0.5,0.05,0.06,,0.13,1.44,286,117982,46982,70000,116982,74593,1800289,1000,,,3403,226463,74593,1800289,1,1,1,1,0,1,1,0,0,0,659,601,100836,983,b.Medium(500-1500)
5/13/2020,454,0.48,0.61,0.76,0.53,0.05,0.06,,0.12,1.52,221,126400,47400,78000,125400,83182,1884165,1000,,,3242,229705,83182,1884165,1,1,1,1,0,1,1,0,0,0,697,598.57,101802,966,b.Medium(500-1500)
5/14/2020,465,0.5,0.6,0.75,0.54,0.05,0.06,,0.13,2.1,194,128498,47498,80000,127498,84693,1968871,1000,,,3446,233151,84693,1968871,1,1,1,1,0,1,1,0,0,0,694,600.86,102711,909,b.Medium(500-1500)
5/15/2020,421,0.51,0.61,0.74,0.55,0.06,0.06,,0.13,1.74,226,129203,47203,81000,128203,91342,2060212,1000,,,3560,236711,91342,2060212,1,1,1,1,0,1,1,0,0,0,707,620,103582,871,b.Medium(500-1500)
5/16/2020,419,0.52,0.64,0.8,0.56,0.06,0.05,,0.13,2.82,47,118822,45822,72000,117822,91360,2151572,1000,,,3451,240161,91360,2151572,1,1,1,1,0,1,1,0,0,0,486,627.71,104395,813,b.Medium(500-1500)
5/17/2020,377,0.5,0.63,0.84,0.54,0.06,0.06,,0.15,3.06,45,129822,45822,73000,128822,81278,2232850,1000,,,3562,243723,81278,2232850,1,1,1,1,0,1,1,0,0,0,497,625.43,105188,793,b.Medium(500-1500)
5/18/2020,407,0.53,0.67,0.79,0.58,0.06,0.08,,0.14,1.64,288,127967,46867,70000,126867,70074,2302976,1100,,,2684,246406,70074,2302976,1,1,1,1,0,1,1,0,0,0,684,632,106038,850,b.Medium(500-1500)
5/19/2020,372,0.54,0.67,0.79,0.58,0.07,0.07,,0.14,1.68,203,129967,46867,72000,128867,86041,2380736,1100,,,2412,248818,86041,2380736,1,1,1,1,0,1,1,0,0,0,658,631.86,106919,881,b.Medium(500-1500)
5/20/2020,353,0.56,0.67,0.8,0.6,0.07,0.07,,0.13,2.31,132,135955,49355,75500,134855,86634,2467369,1100,,,2472,248293,86634,2467369,1,1,1,1,0,1,1,0,0,0,761,641,107770,851,b.Medium(500-1500)
5/21/2020,342,0.54,0.66,0.8,0.59,0.07,0.07,,0.13,2.24,134,138662,50112,77500,137612,105655,2573033,1050,,,2615,250908,105655,2573033,1,1,1,1,0,1,1,0,0,0,692,640.71,108611,841,b.Medium(500-1500)
5/22/2020,300,0.56,0.67,0.79,0.59,0.07,0.08,,0.14,1.21,130,136471,49921,75500,135421,91196,2664230,1050,,,3287,254195,91196,2664230,1,1,1,1,0,1,1,0,0,0,696,639.14,109351,740,b.Medium(500-1500)
5/23/2020,284,0.55,0.68,0.84,0.58,0.07,0.06,,0.14,1.61,15,134741,48191,75500,133691,91841,2756068,1050,,,2959,257154,91841,2756068,1,1,1,1,0,1,1,0,0,0,562,650,109994,643,b.Medium(500-1500)
5/24/2020,281,0.55,0.67,0.8,0.58,0.07,0.06,,0.16,2.64,31,139903,48353,80500,138853,59464,2815535,1050,,,2409,259559,59464,2815535,1,1,1,1,0,1,1,0,0,0,554,658.14,110581,587,b.Medium(500-1500)
5/25/2020,279,0.5,0.46,0.34,0.5,0.07,0.09,,0.19,2.83,70,154120,54070,89000,153070,78385,2963880,1050,,,1625,261184,78385,2963880,1,1,1,1,0,1,1,0,0,0,628,650.14,111184,603,b.Medium(500-1500)
5/26/2020,300,0.59,0.73,0.81,0.63,0.07,0.09,,0.15,1.66,199,161214,54164,106000,160164,77745,3041801,1050,,,2004,265227,77745,3041801,1,1,1,1,0,1,1,0,0,0,750,663.29,111882,698,b.Medium(500-1500)
5/27/2020,282,0.59,0.72,0.84,0.63,0.07,0.08,,0.14,2.25,119,162164,54164,107000,161164,82670,3124473,1000,,,2013,267240,82670,3124473,1,1,1,1,0,1,1,0,0,0,820,671.71,112594,712,b.Medium(500-1500)
5/28/2020,288,0.59,0.71,0.83,0.64,0.07,0.09,,0.14,2.35,84,164255,55255,108000,163255,101753,3226227,1000,,,1887,269127,101753,3226227,1,1,1,1,0,1,1,0,0,0,729,677,113297,703,b.Medium(500-1500)
5/29/2020,254,0.62,0.72,0.83,0.66,0.08,0.09,,0.15,1.97,107,206443,55443,110000,165443,105459,3331686,41000,,,2095,271222,105459,3331686,1,1,1,1,0,1,1,0,0,0,841,697.71,113912,615,b.Medium(500-1500)
5/30/2020,219,0.66,0.77,0.92,0.69,0.08,0.08,,0.16,3.23,10,205634,53634,111000,164634,96995,3428684,41000,23205,,2445,272826,96995,3428684,1,1,1,1,0,1,1,0,0,0,553,696.43,114480,568,b.Medium(500-1500)
5/31/2020,195,0.67,0.79,0.94,0.71,0.08,0.09,,0.19,3.21,16,207540,53540,113000,166540,82243,3510927,41000,23191,127351,1936,274762,82243,3510927,1,1,1,1,0,1,1,0,0,0,551,696,115009,529,b.Medium(500-1500)
6/1/2020,199,0.65,0.78,0.87,0.69,0.08,0.1,,0.17,1.83,138,220213,63213,116000,179213,70648,3581534,41000,30947,158298,1570,276332,70648,3581534,0,1,1,1,0,1,1,0,0,0,714,708.29,115613,604,b.Medium(500-1500)
6/2/2020,233,0.65,0.78,0.84,0.69,0.09,0.1,,0.18,1.83,123,220307,63307,116000,179307,92299,3674232,41000,36973,195514,1613,277985,92299,3674232,0,1,1,1,0,1,1,0,0,0,819,718.14,116281,668,b.Medium(500-1500)
6/3/2020,203,0.59,0.74,0.85,0.63,0.1,0.1,,0.15,1.19,80,220307,63307,116000,179307,101885,3776246,41000,41772,236024,1871,279856,101885,3776246,0,1,1,1,0,1,1,0,0,0,891,728.29,116915,634,b.Medium(500-1500)
6/4/2020,183,0.6,0.73,0.85,0.64,0.1,0.1,,0.17,1.69,59,220536,63536,116000,179536,99484,3875730,41000,45010,282190,1805,281661,99484,3875730,0,1,1,1,0,1,1,0,0,0,888,751,117481,566,b.Medium(500-1500)
6/5/2020,184,0.62,0.74,0.85,0.66,0.11,0.1,,0.17,1.14,66,229912,63912,125000,188912,101961,3978661,41000,43048,325621,1650,283311,101961,3978661,0,1,1,1,0,1,1,0,0,0,939,765,117956,475,a.Low(below 500)
6/6/2020,151,0.63,0.76,0.9,0.66,0.11,0.1,,0.16,1.25,17,227549,61549,125000,186549,93154,4072267,41000,24427,350068,1557,284868,93154,4072267,0,1,1,1,0,1,1,0,0,0,694,785.14,118363,407,a.Low(below 500)
6/7/2020,163,0.63,0.76,0.93,0.66,0.12,0.11,,0.19,2.22,11,227455,61455,125000,186455,86926,4159303,41000,17196,368177,1326,286194,86926,4159303,0,1,1,1,0,1,1,0,0,0,728,810.43,118770,407,a.Low(below 500)
6/8/2020,161,0.63,0.78,0.87,0.68,0.13,0.11,,0.18,1.64,107,225742,63742,121000,184742,69999,4264755,41000,28446,397352,1205,287399,69999,4264755,0,1,1,1,0,1,1,0,0,0,793,821.71,119182,412,a.Low(below 500)
6/9/2020,137,0.64,0.79,0.88,0.69,0.13,0.11,,0.19,1.69,57,229704,66704,121000,187704,93959,4359163,42000,38694,436305,1387,289140,93959,4359163,0,1,1,1,0,1,1,0,0,0,772,815,119676,494,a.Low(below 500)
6/10/2020,166,0.61,0.77,0.88,0.66,0.12,0.11,,0.17,1.25,50,229704,66704,121000,187704,101033,4460271,42000,44476,481279,1003,290143,101033,4460271,0,1,1,1,0,1,1,0,0,0,834,806.86,120188,512,b.Medium(500-1500)
6/11/2020,121,0.61,0.75,0.88,0.66,0.12,0.11,,0.17,1.24,45,230124,67704,121000,188844,101778,4563309,41280,47566,529386,1266,291409,101778,4563309,0,1,1,1,0,1,1,0,0,0,780,791.43,120634,446,a.Low(below 500)
6/12/2020,135,0.64,0.76,0.87,0.67,0.12,0.11,,0.18,1.13,42,229654,67234,121000,188374,98899,4663013,41280,48200,578161,1541,292950,98899,4663013,0,1,1,1,0,1,1,0,0,0,844,777.86,121028,394,a.Low(below 500)
6/13/2020,101,0.73,0.85,0.93,0.76,0.13,0.12,,0.19,2.86,3,241634,65214,135000,200354,98974,4762842,41280,21435,602033,1425,294375,98974,4762842,0,1,1,1,0,1,1,0,0,0,555,758,121415,387,a.Low(below 500)
6/14/2020,136,0.74,0.86,0.97,0.77,0.12,0.11,,0.21,3.04,1,241540,65120,135000,200260,69529,4833223,41280,14436,616537,1514,295889,69529,4833223,0,1,1,1,0,1,1,0,0,0,617,742.14,121779,364,a.Low(below 500)
6/15/2020,107,0.7,0.84,0.92,0.74,0.12,0.14,,0.21,1.68,68,283747,67327,135000,202467,71402,4904625,81280,29935,648176,1056,296857,71402,4904625,0,1,0,1,0,1,1,0,0,0,863,752.14,122219,440,a.Low(below 500)
6/16/2020,120,0.68,0.82,0.91,0.72,0.13,0.13,,0.21,1.45,39,280029,67609,131000,198749,80862,4985487,81280,41573,689796,1279,298136,80862,4985487,0,1,0,1,0,1,1,0,0,0,831,760.57,122675,456,a.Low(below 500)
6/17/2020,105,0.67,0.81,0.92,0.72,0.13,0.13,,0.2,1.67,40,280029,67609,131000,198749,86438,5071925,81280,45193,736937,1115,299251,86438,5071925,0,1,0,1,0,1,1,0,0,0,884,767.71,123107,432,a.Low(below 500)
6/18/2020,90,0.65,0.79,0.89,0.69,0.14,0.13,,0.19,0.95,33,280029,67609,131000,198749,89613,5165408,81280,46241,783068,1218,300469,89613,5165408,0,1,0,1,0,1,1,0,0,0,903,785.29,123512,405,a.Low(below 500)
6/19/2020,88,0.7,0.82,0.9,0.74,0.14,0.14,,0.21,1.18,31,280636,68216,131000,199356,90547,5255955,81280,42988,826525,1346,301815,90547,5255955,0,1,0,1,0,1,1,0,0,0,933,798,123848,336,a.Low(below 500)
6/20/2020,87,0.83,0.93,0.97,0.86,0.15,0.15,,0.24,2.86,4,282592,66172,135000,201312,83467,5339704,81280,34504,862031,1295,303110,83467,5339704,0,1,0,1,0,1,1,0,0,0,612,806.14,124105,257,a.Low(below 500)
6/21/2020,80,0.81,0.9,0.95,0.83,0.15,0.13,,0.24,1.86,6,282498,66078,135000,201218,60484,5400371,81280,16030,878061,1221,304331,60484,5400371,0,1,0,1,0,1,1,0,0,0,731,822.43,124393,288,a.Low(below 500)
6/22/2020,83,0.72,0.87,0.93,0.77,0.15,0.16,,0.23,1.79,49,294442,68022,135000,213162,63026,5466497,81280,39931,918052,958,305289,63026,5466497,0,1,0,1,0,1,1,0,0,0,998,841.71,124788,395,a.Low(below 500)
6/23/2020,97,0.74,0.87,0.94,0.78,0.15,0.15,,0.23,1.8,27,294919,69999,131000,211139,73646,5540143,83780,57034,967199,874,306210,73646,5540143,0,1,0,1,0,1,1,0,0,0,950,858.71,125151,363,a.Low(below 500)
6/24/2020,101,0.76,0.88,0.94,0.8,0.16,0.15,,0.22,2.01,24,294903,69983,131000,211123,91135,5631278,83780,49168,1017137,653,306862,91135,5631278,0,1,0,1,0,1,1,0,0,0,1012,877,125520,369,a.Low(below 500)
6/25/2020,108,0.76,0.86,0.92,0.8,0.16,0.15,,0.23,2.43,26,292961,70541,131000,211681,108124,5782973,81280,47052,1064172,1118,307980,108124,5782973,0,1,0,1,0,1,1,0,0,0,1054,898.57,125845,325,a.Low(below 500)
6/26/2020,79,0.74,0.84,0.91,0.78,0.17,0.16,,0.22,1.47,26,293149,70729,131000,211869,105971,5888944,81280,38957,1103129,1006,309360,105971,5888944,0,1,0,1,0,1,1,0,0,0,1051,915.43,126184,339,a.Low(below 500)
6/27/2020,73,0.75,0.88,0.97,0.78,0.16,0.15,,0.23,1.27,4,290446,68026,131000,209166,100631,5989575,81280,17110,1120239,890,310250,100631,5989575,0,1,0,1,0,1,1,0,0,0,718,930.57,126471,287,a.Low(below 500)
6/28/2020,71,0.76,0.9,0.99,0.79,0.17,0.16,,0.26,1.8,8,294258,67838,135000,212978,83157,6073492,81280,7072,1135154,901,311151,83157,6073492,0,1,0,1,0,1,1,0,0,0,767,935.71,126680,209,a.Low(below 500)
6/29/2020,69,0.72,0.88,0.96,0.77,0.16,0.16,0.33,0.24,0.93,35,317155,70635,135000,215775,75662,6151618,101380,29722,1180368,815,311965,75662,6151618,0,1,0,1,0,1,1,0,0,0,963,930.71,126901,221,a.Low(below 500)
6/30/2020,81,0.73,0.88,0.96,0.77,0.17,0.16,0.32,0.26,1.25,28,313439,70919,131000,212059,112164,6272682,101380,32623,1213603,689,312654,112164,6272682,0,1,0,1,0,1,1,0,0,0,1023,941.14,127197,296,a.Low(below 500)
7/1/2020,54,0.73,0.88,0.97,0.78,0.16,0.16,0.33,0.24,1.55,13,315939,70919,131000,212059,123348,6396219,103880,33783,1247612,829,313483,123348,6396219,0,1,0,1,0,1,1,0,0,0,1583,1022.71,127466,269,a.Low(below 500)
7/2/2020,61,0.73,0.86,0.96,0.77,0.16,0.16,0.33,0.25,1.55,10,316515,71495,131000,212635,136186,6532368,103880,33073,1279850,576,283757,136186,6532368,0,1,0,1,0,1,1,0,0,0,1556,1094.43,127683,217,a.Low(below 500)
7/3/2020,48,0.75,0.87,0.96,0.79,0.17,0.17,0.35,0.25,1.14,21,311654,69134,131000,210274,139218,6671841,101380,33348,1313430,544,284276,139218,6671841,0,1,0,1,0,1,1,0,0,0,1669,1182.71,127897,214,a.Low(below 500)
7/4/2020,52,0.82,0.95,1.01,0.84,0.17,0.18,0.39,0.29,1.78,2,309521,67001,131000,208141,114274,6786243,101380,11826,1325434,624,284900,114274,6786243,0,0,0,0,0,0,1,0,0,0,1337,1271.14,128100,203,a.Low(below 500)
7/5/2020,52,0.84,0.98,1.05,0.87,0.18,0.21,0.4,0.32,1.76,2,311113,68593,131000,209733,92774,6879738,101380,4541,1330634,516,285416,92774,6879738,0,0,0,0,0,0,1,0,0,0,1413,1363.43,128296,196,a.Low(below 500)
7/6/2020,54,0.79,0.93,0.97,0.83,0.19,0.19,0.37,0.29,1.38,25,349109,81589,131000,227729,77469,6957311,121380,16815,1347721,343,285768,77469,6957311,0,0,0,0,0,0,1,0,0,0,1602,1454.71,128501,205,a.Low(below 500)
7/7/2020,43,0.76,0.91,0.97,0.8,0.19,0.19,0.37,0.29,1.09,9,351203,81683,132000,229823,106977,7064288,121380,19261,1367338,581,286349,106977,7064288,0,0,0,0,0,0,1,0,0,0,1533,1527.57,128716,215,a.Low(below 500)
7/8/2020,47,0.75,0.89,0.97,0.79,0.2,0.19,0.36,0.27,1,19,350703,81683,129000,226823,127389,7191497,123880,25703,1393130,630,286979,127389,7191497,0,0,0,0,0,0,1,0,0,0,1606,1530.86,128924,208,a.Low(below 500)
7/9/2020,61,0.76,0.89,0.96,0.8,0.21,0.19,0.37,0.28,1.12,11,355703,81683,134000,231823,137861,7329538,123880,23935,1417065,642,287621,137861,7329538,0,0,0,0,0,0,1,0,0,0,1691,1550.14,129139,215,a.Low(below 500)
7/10/2020,44,0.83,0.93,0.96,0.86,0.21,0.21,0.39,0.3,1.33,11,348654,79134,132000,227274,134030,7463671,121380,20834,1437899,512,288133,134030,7463671,0,0,0,0,0,0,1,0,0,0,1907,1584.14,129314,175,a.Low(below 500)
7/11/2020,38,0.9,1.01,1.04,0.93,0.22,0.24,0.45,0.34,2.32,4,336521,77001,132000,215141,126549,7590220,121380,8341,1446453,820,288953,126549,7590220,0,0,0,0,0,0,1,0,0,0,1548,1614.29,129491,177,a.Low(below 500)
